genes,WTvsMu_lfc,IRvsMock_lfc,Interaction_lfc
Tifa,-0.382715724,-1.117507268,0.388514334
Chtf8,0.042282267,1.208411152,-0.895918173
Rpl14-ps1,0.127734256,1.078382028,-1.585424441
Cdc42se1,-0.18354165,-0.52275236,-0.124875203
Gprc5a,-1.037832907,0.774166691,5.015055163
Fat4,-0.599375472,-0.475261262,0.934864326
Mrps7,-0.104420195,1.579509324,-0.93408177
Fam83h,-0.020493653,0.348102583,2.595180051
Rhoj,0.056069824,-0.237316461,1.118660236
Mpeg1,0.509490751,-0.443234379,0.376471632
Lrrc75b,-0.142806421,-0.726717443,0.564413248
Ddit4l,0.357538974,-0.558837766,4.10113464
Mettl21e,-0.070530672,-0.666619979,0.045787563
Ckap4,0.412546353,-0.924767664,0.083521192
Pip5kl1,0.462263604,2.546115811,-1.252119274
Gpr1,-0.447965905,1.632562112,-0.496402422
Hectd3,-0.053237573,-0.998314331,0.132177055
Fbl,0.094485595,2.500743459,-0.568486149
Atxn1,0.529982757,-0.119039989,-0.456186676
Irgm1,0.028791328,1.039032017,-0.984954069
Zfp740,-0.186225622,-0.142576325,-0.170084355
Nqo2,-0.037917172,-0.951227271,0.491996262
4930432E11Rik,0.520053748,-0.095828663,2.476093993
Gpr156,0.351680296,-0.74619601,-0.039320725
Pla2g4f,-0.389777062,1.3566129,0.060087465
BC053393,-0.146550999,-0.345118824,0.215551628
Mars2,-0.215793015,0.364728317,-0.444358988
Zfp41,-0.246054163,0.518676781,-0.336868479
Fbxo41,-0.5450952,1.512675346,-0.509120331
Tmem164,-0.044601222,0.04675918,-0.297853284
Dusp28,-0.119535053,0.030305684,-0.241128323
Tmem198b,-0.235726602,-0.726176846,0.61169198
Dnajb7,-0.030991792,0.0373808,-0.562480427
Cltc,0.013196285,0.382851104,-0.558455646
Cd24a,-0.311930991,0.624605195,-1.087638496
Neurl3,-0.204401482,-1.647236786,0.843679144
Samd14,0.493777877,-0.493218135,0.558543921
Dync2h1,-0.298360195,1.377017011,0.351066099
Gm527,0.050890638,-1.30673268,0.431818329
Taf9b,0.098699939,0.257979122,-0.59965053
H2bc6,-0.29310653,0.111032689,-0.303523956
Ptgs1,0.348854451,-1.17859743,0.166566638
Emc6,-0.077575036,1.590419749,-0.806818799
Zfp358,-0.104890529,0.297570255,-0.296004984
Gpr15,-0.097709236,0.23403767,-0.260490087
Smgc,0.410772236,2.288065225,0.935372215
Kcnv2,-0.095565037,4.857147485,-0.11844242
Mettl21c,-0.403156984,-0.049456441,-0.099095107
Lancl3,0.86681543,1.342160113,-0.417451652
Cstad,-0.284609689,-0.875439944,1.009064665
Abhd17b,-0.145503248,-0.415810109,-0.688660697
Gm7367,0.222833758,0.310128141,-0.390354243
Flrt2,-0.868360976,-0.787241107,0.505791363
Gpr68,0.093397608,-0.484069398,2.748007212
Gphn,0.16072887,2.078467126,-0.340357194
Gpr141b,0.007627599,-0.424510258,0.567799954
Olfr1396,-1.398465917,2.367221717,1.084803101
Dmbt1,-0.549000056,0.58407073,3.834613624
Mafa,-1.371000745,-1.868230913,4.243229946
Paxx,-0.223452893,0.076935568,-0.341383574
Cd3eap,-0.094111467,2.295673175,-1.002037052
Rpsa-ps10,-0.527066184,0.185754691,2.533612788
Ust,0.190896985,-0.760855862,1.816436581
Samd9l,-0.181933235,-0.458665472,-0.525273619
Utf1,0.090899402,2.928584866,1.173442957
Fancb,0.054985071,0.716346444,-0.914861629
Atg16l2,-0.203966625,-0.438667538,0.247011701
Phf13,0.004364891,-0.295417776,-0.259648904
Sned1,0.065946017,-0.475572849,-0.501377358
Trim16,-0.71227206,-2.373772469,1.008854412
Pygo2,-0.110623144,0.113853857,-0.316853754
Cdca4,-0.127637267,0.794290218,-0.656746391
Diras2,-0.211253329,-0.99815191,0.754389218
Bri3,0.051675062,-0.280336558,-0.092592727
Bex4,2.066185436,-0.710111001,-0.573027936
Foxi1,0.485089628,6.084559161,-0.204625871
Gimap6,-0.262151575,-0.151497224,-0.314790959
A4galt,0.452929331,0.462853449,-0.726017298
Rell1,0.143466727,-1.118007763,2.006764153
Tshz2,-0.117959249,0.218793287,0.9731448
Npm2,-0.293740587,2.532621683,0.233865975
Marcksl1,-0.117506584,2.577584952,0.361429838
Rpl9-ps7,-0.367865223,0.086722639,-0.301931596
Dipk1c,1.005854084,0.641627247,0.009735237
Timm8a1,-0.463396922,2.49968141,-1.091854104
Neurod4,0.375618271,0.157756888,-1.75805094
Tmem229a,0.07707041,-0.38130181,0.248515118
Rgmb,1.003449949,0.085382234,-0.542395995
Tenm4,0.339297803,-1.777463095,0.638186631
Gm4737,0.404039738,2.277516105,0.504454384
Lmod1,-0.512303612,3.695683957,0.787918588
Entpd1,0.33123928,-0.804478254,0.206841007
Col6a3,-0.855331299,0.44953258,0.541463541
Nat8l,0.001571471,0.240264564,-0.642601966
Mcmbp,-0.105925583,0.486593866,-0.609149916
Gm8181,5.130061248,8.404048125,-3.787132543
Gpr85,0.445510984,1.918364732,0.667092864
Amigo2,0.400563719,1.307486146,-1.709464116
Crebrf,-0.202620801,-1.110885043,0.458014692
Bcl11b,0.118304396,-0.259680078,1.132175502
Gm4884,-0.045712799,0.224339332,5.512013055
Ckap2l,0.736080603,0.593959069,-1.20291882
Omd,0.672695811,-0.378005292,-0.577084069
Ranbp3l,-0.135281228,-0.755795314,0.305536044
Smim5,-0.102827424,-0.435033047,-0.297323131
Ccdc57,0.24384778,2.430501384,-0.211942686
Inka2,0.039662917,-0.160044353,5.574161703
Mypop,0.18684938,-0.341776211,-0.219820232
Zdhhc22,0.341066658,2.245031909,0.049375669
Depp1,-0.189732742,-0.758895108,0.005821897
Mmgt2,-0.040464455,0.029696899,-0.539949207
Cd300e,1.236877766,0.355164171,-0.694946661
Duxbl1,-1.210680544,0.312625512,0.730794524
Phldb1,-0.277038576,0.327499158,0.574523384
Nhlh2,0.05769535,-0.025218156,2.553948813
Myof,0.662105552,0.147327907,-0.995930876
Gm6377,0.614061703,0.169543705,-1.420420725
Ctxn1,-0.315717191,2.566569408,2.317478689
Mex3d,-0.127006668,1.377548865,-1.376935439
Speer4b,1.203040786,-2.219216442,5.094950198
Mcat,-0.083945968,1.040946754,-0.6560251
Foxo3,0.0579184,-0.628133139,2.457921948
Cyb561d1,-0.069775902,-0.356812795,0.088331005
Slc35e4,0.115547062,-1.569650169,4.19060484
Pkd1l3,0.138971174,1.737001271,-0.13544458
Gm12185,-0.095134844,-0.284220265,-0.425798861
Slc25a47,-0.472709368,1.634975174,-0.2498322
Cdk5r1,0.198424,2.356726331,0.024753266
Zfp710,-0.019951425,-0.105607292,-0.257971206
Rimkla,1.672224325,-0.851287679,2.65653382
Efna5,0.075925494,-0.308231642,3.52141892
Ccdc125,-0.237222177,-0.843814298,0.203384113
Gm6206,0.694900175,2.300637182,-1.162785804
Mrgpre,0.086982402,-0.870919619,0.94346669
Yjefn3,0.852172416,2.843671588,-1.027982148
Rapgef4,0.08311386,-2.805632968,0.695663663
Bmyc,0.186941956,-0.124980247,-0.175721917
Sephs2,-0.092132863,1.679299932,-1.056001135
Gpr137c,0.314812849,0.195228188,-0.556681984
Ccr2,-0.160347176,0.249611488,-0.051310976
Themis,0.107293461,0.216005025,0.87308216
Agtr1a,0.198095992,0.385692209,0.105651606
Frmd3,-0.094677387,-0.666916144,1.678564606
Gm8186,-0.00861544,1.363773063,-0.675366979
C5ar1,0.617264056,0.105789401,0.81605896
Flg2,0.6755952,1.621943233,4.828224277
Nrap,-0.409799973,-0.239561982,2.727709282
Zfp518a,-0.144168607,0.615975858,-0.586591858
Frmpd4,1.020629683,0.277199809,2.707414995
4930515G13Rik,-0.319328807,-2.82602951,3.333751917
Skint7,0.071353145,-0.641179849,0.882270572
Apoo-ps,-0.398822214,0.868275847,1.539083282
Gm7324,3.033417803,5.270393733,-1.959929882
Zfp219,-0.145045234,-0.964735704,2.399487247
Trappc1,-0.01741461,0.367380134,-0.600221661
Syt12,-0.385443107,-0.287868898,3.818565954
Sorl1,-0.096327615,-0.736814455,0.514990057
Fbxw13,0.014885924,-1.492547937,-0.72163889
Zfp2,0.002302925,0.800335477,-0.631821619
Kmt5a,0.098921007,1.809239838,-0.761107387
Tenm2,0.495813192,0.277699201,2.381147931
Retreg2,-0.057703194,0.228792552,-0.691815238
Zg16,-0.276516223,-1.661731051,2.083747495
Gemin4,0.681757886,2.681029683,-1.275428724
Prokr1,0.315184495,1.962349431,-1.685215106
Zfp683,-0.088407671,-0.811515284,0.724227158
Chchd10,-0.187633915,-0.262664376,-0.840714599
Aff4,-0.101546907,-0.625843345,0.286288562
Pls1,1.155464944,0.760021991,-0.43307496
Cdc42ep1,-1.032747414,-0.926458829,1.37137311
H1f1,0.123960476,-0.292449606,-0.536954175
Fzd9,-1.363697065,2.67339253,-0.001935483
Polr1a,-0.051115409,2.078794298,-0.572561978
Tmie,0.113921742,0.161519748,1.579595243
Cfap46,0.067382378,0.243178623,2.18477158
Tsku,0.208931671,-1.571554365,1.815877652
Grm5,-0.179266534,-0.744190402,0.469409639
Ccdc69,0.097085297,-1.021055892,0.070713565
Gpr55,1.009285361,0.117497622,1.557328383
C1ql3,-1.359916891,-1.119757281,3.134900085
Gpr3,-0.072275628,1.979621463,1.000879786
Pheta2,1.326453591,0.854634339,-1.179222645
Rxfp4,-0.135244683,0.417653037,-0.894392791
Arhgap15,-0.266003908,-1.686629642,0.439922187
Rpl36al,0.079713979,1.509877911,-0.81897818
Micos13,-0.130620397,1.179712753,-0.548364463
Tmsb4x,-0.0426231,-0.107559104,-0.374545668
Sertad2,0.090047114,0.02648234,-0.472327792
Rbx1-ps,-0.581661799,0.974451622,0.418580219
Nlrc3,0.006855258,-1.198712473,0.239203406
Vcpkmt,-0.210572236,1.574365841,-0.401068451
Rasd1,-0.612842167,0.444903295,3.38467177
2610318N02Rik,-0.130992166,2.736754071,-0.637035266
Slc35c1,0.035149858,-0.716055865,0.330194499
H2ax,0.335928365,0.683744993,-0.873301609
Rpp38,-0.079995545,2.408798692,-0.98370422
Mrps16,-0.195526917,0.665682608,-0.305691396
Lrrc25,0.352537805,-0.692450868,0.302839307
Ppp1r3d,1.725490594,0.319074336,0.384122571
Apol10b,0.577020093,0.044270085,1.454755141
Fhl4,0.120507045,0.885576752,0.964699482
Tmx2,0.066177607,1.149087063,-0.930095027
Gpr171,0.572670918,0.879373874,0.460458779
Vwa3b,0.672617239,-1.150822493,1.657383574
Sarm1,0.130417904,0.639528259,1.611423683
Eif5a2,0.080213897,0.534195008,-0.892341774
Scd4,-0.157440571,0.521171439,2.085085762
Lgr4,0.263970112,2.024364927,-0.74176734
Eva1b,0.011227724,-1.044099827,0.117489077
Cxcr3,0.304468711,-0.396782201,-0.281623318
Gm5446,-3.894275302,-3.624148623,12.39903649
Heatr1,-0.047883864,2.560880717,-0.933935824
Evc2,0.306610395,1.017783777,1.090371614
Ndufaf6,-0.310608316,1.634982071,-0.693086434
Lgals3,0.476338925,-0.585628907,0.840761295
Gpr18,-0.040350698,0.261234022,-0.660815743
Hoxd10,-0.095928855,-0.81273192,3.514063371
Il31ra,0.243874776,-0.644007266,1.495966465
Septin6,-0.052127448,0.00219449,-0.234703918
Tcf19,0.376963232,0.668164942,-1.355111583
Cyp8b1,0.576479158,-0.750223931,-0.342941933
Fam167b,-0.168370612,0.015538656,-0.513509603
Mgat4f,-0.502018095,-0.693910265,2.15261183
Gm9845,-0.44621691,0.700167974,0.670268095
Hyls1,-0.039788359,0.656190633,-0.894137759
Mmp13,-0.575081443,-0.312782991,0.767490391
Zfp831,-0.172530767,-1.914523646,0.864448635
Zfp61,-0.244029824,-0.541175905,0.317994359
Rps27rt,0.093498495,-2.575243082,4.30045178
Gpd1l,-0.392346692,-0.736609539,-0.371417027
Trhde,2.360149469,0.15764438,1.843605473
Vstm4,0.652348785,-1.061467302,-0.117992252
Ism2,-0.356194213,2.220074241,-1.378934305
Emilin3,0.033764202,2.906303649,1.408871607
Plekho2,-0.016586809,-0.24830069,1.979671531
Arhgap42,-0.045754737,-0.626544886,0.360588436
Vamp8,-0.147329538,-0.524157279,-0.07047737
Pgbd5,-0.424747497,-0.966630715,1.605498166
Gp1bb,-0.306783885,-0.888674578,1.746241418
Tmem37,0.069920815,-0.84269014,1.151552009
B3galt6,-0.348246643,1.553644225,-0.418342954
Fam131a,-0.313915855,-0.716641267,5.531400616
Slc29a4,0.245010521,-1.938298874,0.650157339
Cdh20,0.589466475,0.016438777,0.363475158
Atp5k,-0.086580386,1.490375681,-0.589359099
Phospho1,-0.716766652,-2.204182688,2.189209682
Tmem123,-0.113230038,1.574996166,-1.295802909
Ankrd37,-0.144364788,-0.159727555,-0.219084582
Dcaf12l2,-0.17317856,-1.156817095,2.479124878
Map10,-0.415495468,0.260462621,0.085596844
Efcab5,0.059626339,-1.044314526,0.933604076
Gja1,0.068372122,0.124415341,1.687678646
Insl6,0.38041031,-0.787857428,-0.72831685
Prkca,0.058323777,-0.82613022,0.063579683
Apol10a,2.97301428,0.027709585,-0.565840423
Adgb,0.829849354,-0.223237289,0.074324613
Fam160a1,0.614442145,1.985737387,-0.425087907
Hs3st1,0.573302273,-0.232381113,0.170294957
Rgs13,0.207122022,0.528753452,-1.483377717
Mblac2,0.022173432,-0.22935861,-0.221091161
Gimap9,-0.166266094,0.22399651,-0.805731894
Gm6293,-0.233172236,-1.745653869,1.600824958
Camk2n2,-0.478474271,2.487093576,-0.63787585
Adnp,0.369810352,-0.860218272,1.025967797
Commd3,-0.066318844,0.490740993,2.074326822
Zfp524,-0.040884717,0.124984598,-0.204830452
Fam174a,-0.157282596,-0.123695177,-0.235614136
Gpr183,-0.123608092,1.000415535,-0.944883753
Ercc6l,0.162449723,1.315266866,-1.391248246
Bzw1,-0.119302591,1.480429077,-0.776594305
Tmem199,-0.090312984,1.591830695,-0.536145549
Islr2,-0.389691361,-1.09509782,1.414941309
Gm6563,5.261270367,6.233000065,-6.737255183
Jagn1,-0.035510717,1.320947085,-0.864661721
Trap1a,0.520266926,-0.358180599,0.775900904
Nat8f3,-0.062053362,-0.113248356,0.025223188
Gdf6,-1.3500674,-0.347134181,0.975222919
Ffar2,1.003979435,-0.756059754,-0.676308465
Taf7,-0.136225435,1.705617549,-0.755557075
Mtln,-0.266290931,1.191909281,-0.453575875
Gfod1,-0.676197981,-0.898697102,1.556757916
Rab11fip5,-0.118674155,-1.371898884,1.656612095
Spryd4,-0.239615103,1.725986236,-0.329869479
Samd3,0.088768361,-0.094799805,0.283493394
Six1,0.33354332,-0.342767844,2.696950859
Kif18b,0.77380705,-0.021047569,2.519848245
Tacstd2,-0.149630276,0.48948416,-0.983479288
NA,0.135067659,0.607299103,-0.75239063
Fhad1,0.190491745,0.428492794,1.731075758
Bbs12,-0.030872054,1.297830206,-1.103414969
Spn,0.033081979,-0.683070252,0.460119375
Foxd4,3.700512141,3.31198277,-0.983918254
Kcnj16,0.053044882,-0.802871804,0.552317546
Ufsp1,0.236025861,1.137219727,0.724092624
Siglech,-1.12105801,0.157911213,-0.299067014
Rps19bp1,-0.045456016,2.156055661,-0.44976472
Gm5124,0.730707333,2.630780134,-0.21253908
Pusl1,-0.264683011,2.246160836,-1.235296475
Map3k19,0.267840594,-1.862184044,0.2752888
Rap2a,-0.001157471,-0.026260502,2.554668945
Krt9,-0.04571234,0.224340324,5.337095282
B3gnt2,0.01453048,-0.190970421,-0.362224718
AU021092,-0.273678885,0.556657715,-0.542908107
Dcun1d4,0.284362814,0.128315494,-0.541402661
Trim32,-0.021119107,0.677352315,1.590516246
Treml4,0.419338407,0.048104438,-0.08284114
Kctd14,0.024739131,-1.352889464,0.12763588
Ttn,0.111739463,1.165117555,0.422858915
Wfdc21,-0.899733077,-2.062454367,1.383983396
Nlgn2,-0.685844818,1.444087637,0.918585348
Adam6b,-0.221527453,-0.854163652,0.366247998
Cox6b2,0.071295351,-0.060774799,5.816902271
Sox12,-0.18976861,2.110356337,-0.574022116
Gypa,-0.787964776,-1.088418027,-1.373495195
Rtl8c,0.659101518,-0.755412964,-0.339490294
Sox6,1.335582651,-0.447782023,-1.0260953
Spats2,0.151222079,-0.220601648,-0.356270221
B3glct,0.139277537,0.139006187,-0.583987639
Tlr11,0.083253937,-0.552205086,-0.543694124
Erich1,-0.132548833,0.573208459,1.64923785
Igfn1,-0.373647154,0.18005445,2.770348859
Lax1,0.215728775,-0.436952838,-0.863912633
Tagap1,-0.245794393,1.692303761,-0.587077485
Klf13,-0.092243931,-1.198522194,0.4851228
Zfp217,-0.086489118,-0.434261545,-0.309983389
Rgs14,-0.143539132,-0.529252701,-0.619290156
Gnpda1,0.151340336,-0.586777181,0.073423308
Akr1b7,0.482243368,-1.88887681,1.109588084
Rasal3,-0.004980245,-0.754135878,-0.058958891
Plpp2,-0.355689427,-0.749009977,0.229631957
Pld4,-0.094552541,-1.046899383,0.367025154
Serpinb6c,-0.784937375,1.982277506,1.931620473
Cd177,1.927341474,0.795622499,-1.13129415
Ppp1r36,-0.525104669,-0.214622698,5.470959129
Dnah3,-1.393679206,1.876208572,2.557600961
Taf9,-0.243662071,1.030130123,-0.571229847
Cdc42se2,-0.100319416,-0.548368047,0.033520285
Hbb-bs,-2.320859929,-1.76525424,-1.932798117
Ankrd44,-0.199817378,-2.258041765,0.66498501
1700024B05Rik,2.552436935,1.614706844,2.07216062
Cx3cr1,-0.193748192,-0.726747188,0.864956042
Cemip,-0.3369934,0.875433285,0.457562162
Tmem106c,0.091926629,-0.186779074,-0.029058204
4921508M14Rik,-0.649736637,-1.156971215,1.10863042
Acot4,0.49114838,-1.841126411,1.530404647
Tchh,1.76859542,-2.259254255,5.029004368
Get3,-0.08195575,1.504383649,-0.759109014
Tcp10c,-0.045778379,4.395141398,1.995687448
Robo2,-1.221002174,0.368872581,1.194961312
Spdya,-0.181663195,0.619444053,-1.017734936
Pbx1,0.295990396,-0.516299232,0.389652158
St6galnac3,0.158178676,-2.055979718,0.912364568
D930048N14Rik,-0.174593076,-1.247809712,-0.594895457
H1f3,-0.523653227,-0.481737559,0.659300476
Serp2,-0.490505055,-2.750805985,1.821051205
Rnf103,-0.068456453,-0.91921042,0.451855074
5830454E08Rik,-0.272419115,0.01473969,0.480106003
Rap1b,-0.035809523,-0.103146587,-0.434766887
Jun,0.013832639,0.557601301,2.458868073
Rab7b,0.19669074,-0.492898524,0.605015627
BC004004,-0.046233772,0.065797437,-0.271716149
Klrc2,-0.126659225,0.363027179,0.574664357
Trim30b,-0.114934415,-1.443519157,0.582968478
Repin1,-0.107793704,1.481991306,0.051295093
Gpr25,-1.064139645,-1.184224443,4.053817503
Oas1a,-0.106808209,-0.949956852,0.213836234
1700030K09Rik,0.023893416,1.028106339,-1.166038918
Gm9892,0.086919657,1.388061601,0.38630734
Junb,-0.179259495,1.501320653,0.908548021
Dnah6,0.70681598,-1.028621206,1.717469156
Prkg1,-0.49881678,2.969506287,0.11317191
Glis3,0.394270884,-0.787117137,0.781696739
Cd8b1,-0.145987748,0.103642938,-0.171944392
Clec12a,0.069115878,-0.716785586,0.257207748
2700081O15Rik,-0.600750197,0.926211123,-0.393758841
Gm5129,-0.342301556,0.034228003,0.732687066
Mapk11,-0.120949155,-0.394338799,-1.052792499
Ptprt,-0.118027668,-0.06158073,1.20618036
Fes,-0.027473252,-1.195854865,0.463557235
Rpl18-ps2,0.645329694,-1.044305086,0.240906412
Prx,-0.721780435,-1.080998786,1.455668434
Aldh1a1,-0.556603436,-1.425242187,-1.180568594
Ddx10,-0.082075554,1.741982264,-0.489860986
AI854703,0.32149034,0.762485193,-0.88064448
Nrgn,-0.065871127,-0.27815507,-0.063597213
Slamf8,-0.144973402,0.405688433,-0.48987055
Phgdh,0.008602125,2.307801573,-1.374849268
Hhipl2,-0.404186881,2.208484987,0.448553294
Gm13534,-0.045780163,5.39325773,1.799650761
Tcf4,-0.014269457,-0.278443422,-0.384455153
Gvin-ps6,-0.067021705,-0.301489415,-0.168078849
3110082I17Rik,-0.062543084,2.581809655,-0.458788117
Smagp,0.388735836,-0.806983662,-0.15747919
Tanc2,0.114890439,2.031705913,-0.797795016
Zfp472,-0.299125099,0.975363304,-0.726636658
4930442H23Rik,-0.032245506,0.991025876,-1.017351102
Rpia,-0.228616176,1.171212251,-0.734766387
Sh3pxd2a,-0.103205639,-0.90998888,0.326902788
Plxnb1,-0.419800182,-0.370776059,0.817184293
Mast1,0.167108579,-0.737122621,0.430216788
Nebl,0.563017766,0.127099942,-0.961788619
B430305J03Rik,-0.045556282,0.224552238,11.21420729
Tmem39b,0.071726632,0.578317727,-0.830543626
Ptrh1,0.040496862,2.266195075,0.145870142
Exoc6,-0.13733938,-0.378747079,0.072472852
Grwd1,-0.160961804,2.853885531,-0.906450567
Camk2d,-0.031400314,-0.846570012,0.474790655
Gm9923,-0.266346973,0.74829293,-0.601712358
H2-T24,-0.133183599,-1.180062065,0.111324344
Lipg,-0.007533454,4.054818212,-1.031476297
Fpgt,0.096993423,0.564603837,-0.81879287
Ech1,-0.086498924,-0.473136606,0.117377222
Mat2a,0.03144036,1.884953865,-1.019725421
Nanp,0.669592039,0.877343402,0.436411493
Cnn3,-0.187676663,-0.834460932,-0.506016153
Lgals4,-0.079477034,-0.983194619,0.818211563
Gm9930,0.381715898,0.159793617,0.178617966
Tdrd9,0.326069647,1.272847712,2.319695681
Ndst1,0.134186842,-0.554144218,-0.189837281
Pkp3,0.022422422,-0.673607467,-0.080452513
Iigp1,0.962474343,0.114456556,-1.270964478
Utp18,-0.034299945,2.023297292,-0.910196638
Syne3,-0.021922554,-2.072956358,2.693275499
Fam83e,0.243059229,2.467134472,-1.135288009
Klf1,2.207167122,-0.626182801,-1.249282993
Ifi205,-0.08397397,-0.078810811,-0.734667461
Fgfr3,-0.772438697,-0.025567811,0.645742994
Lifr,-0.755073005,-1.054159342,0.130715765
P2ry10b,-0.306100962,-1.031360564,-0.29352851
Mrps21,0.001122755,1.473678001,-0.83223509
Taf4b,-0.108467856,2.093490877,-0.187920072
Kcnn4,0.443117728,-0.381792256,0.039288952
Pnma1,-0.322166789,-0.652948505,0.309608471
Ceacam2,0.769144145,-0.687428128,-1.785519786
Cklf,-0.112029201,-0.693187415,0.079495665
Slfn5,0.214884691,-0.882342229,0.222538601
Tmem120b,0.171777841,1.428468759,-1.205222836
Gimap4,0.226450966,-0.461211946,-0.603527337
Cpa1,0.518265814,1.958221261,2.047280546
Tle5,0.035063975,-0.147193866,-0.392155421
Dedd2,-0.093876787,0.150844907,-0.405289934
Parp4,0.072868686,-0.865888544,0.593881267
Trim65,-0.009572262,0.917399457,-1.001087144
Sh3bp2,-0.083989005,-1.06515496,-0.030469094
Ugt1a6a,0.592720996,0.351345979,0.610438146
Usp17la,0.04878276,0.035035525,1.864554465
Gm9949,-0.056707262,-1.385872596,6.09166669
Cggbp1,-0.102431725,0.491315839,-0.62952258
Mgmt,0.037406279,-0.53631422,4.185670246
Mettl7a1,0.208396738,-1.805936987,0.419226984
Xlr,0.194854943,-0.11023145,-0.301273032
Slc8a1,0.181252581,-0.361999691,0.126022243
Mmrn1,-8.061990381,-0.954317978,1.813887856
Ano9,0.065891372,0.607851619,2.724984323
Scart2,0.962814451,0.886315423,-0.114797508
Hmgb2,0.362974342,0.104028544,-0.468837416
Lrrc8c,0.088481554,-1.980900829,0.893494046
Vmac,-0.105415493,-0.826555841,2.148380333
Phactr1,-0.036283194,-0.152864382,2.040133184
