genes,Raditation_LFC,Radiation_FDR
H1f1,-0.536954175,0.399602744
Fzd9,-0.001935483,0.999092715
Polr1a,-0.572561978,0.021291222
Tmie,1.579595243,0.304053813
Cfap46,2.18477158,0.060157374
Tsku,1.815877652,0.005929916
Grm5,0.469409639,0.539673185
Ccdc69,0.070713565,0.87465162
Gpr55,1.557328383,0.000491552
C1ql3,3.134900085,0.162452596
Gpr3,1.000879786,0.763961778
Pheta2,-1.179222645,0.305746092
Rxfp4,-0.894392791,0.501369374
Arhgap15,0.439922187,0.220849326
Rpl36al,-0.81897818,0.038714806
Micos13,-0.548364463,0.334120474
Tmsb4x,-0.374545668,0.396084031
Sertad2,-0.472327792,0.165697403
Rbx1-ps,0.418580219,0.693037448
Nlrc3,0.239203406,0.651512064
Vcpkmt,-0.401068451,0.253788034
Rasd1,3.38467177,4.06E-06
2610318N02Rik,-0.637035266,0.213249752
Slc35c1,0.330194499,0.433398297
H2ax,-0.873301609,0.0636415
Rpp38,-0.98370422,0.012682855
Mrps16,-0.305691396,0.623913752
Lrrc25,0.302839307,0.601104938
Ppp1r3d,0.384122571,0.855071857
Apol10b,1.454755141,0.095567125
Fhl4,0.964699482,0.280436827
Tmx2,-0.930095027,0.022523936
Gpr171,0.460458779,0.603933068
Vwa3b,1.657383574,0.48676106
Sarm1,1.611423683,0.006657384
Eif5a2,-0.892341774,0.067133773
Scd4,2.085085762,0.000248491
Lgr4,-0.74176734,0.340859458
Eva1b,0.117489077,0.871844656
Cxcr3,-0.281623318,0.776012216
Gm5446,12.39903649,0.102498327
Heatr1,-0.933935824,0.003576305
Evc2,1.090371614,0.562658009
Ndufaf6,-0.693086434,0.107679798
Lgals3,0.840761295,0.238422513
Gpr18,-0.660815743,0.003965729
Hoxd10,3.514063371,0.052200973
Il31ra,1.495966465,0.42050531
Septin6,-0.234703918,0.349585186
Tcf19,-1.355111583,0.032229397
Cyp8b1,-0.342941933,0.837630454
Fam167b,-0.513509603,0.824885356
Mgat4f,2.15261183,0.346991634
Gm9845,0.670268095,0.561851181
Hyls1,-0.894137759,0.003917357
Mmp13,0.767490391,0.672745926
Zfp831,0.864448635,0.001650838
Zfp61,0.317994359,0.472766322
Rps27rt,4.30045178,0.459698724
Gpd1l,-0.371417027,0.372069847
Trhde,1.843605473,NA
Vstm4,-0.117992252,0.900517657
Ism2,-1.378934305,NA
Emilin3,1.408871607,NA
Plekho2,1.979671531,9.49E-19
Arhgap42,0.360588436,0.682499842
Vamp8,-0.07047737,0.844160677
Pgbd5,1.605498166,0.366915491
Gp1bb,1.746241418,NA
Tmem37,1.151552009,0.245915165
B3galt6,-0.418342954,0.458244557
Fam131a,5.531400616,1.81E-18
Slc29a4,0.650157339,0.519977956
Cdh20,0.363475158,0.824885356
Atp5k,-0.589359099,0.172785765
Phospho1,2.189209682,0.42050531
Tmem123,-1.295802909,2.10E-05
Ankrd37,-0.219084582,0.777560804
Dcaf12l2,2.479124878,0.089798662
Map10,0.085596844,0.925790008
Efcab5,0.933604076,0.323489189
Gja1,1.687678646,0.059207083
Insl6,-0.72831685,0.349793986
Prkca,0.063579683,0.87780828
Apol10a,-0.565840423,0.886503915
Adgb,0.074324613,0.969037547
Fam160a1,-0.425087907,0.607978961
Hs3st1,0.170294957,0.865014525
Rgs13,-1.483377717,0.047294892
Mblac2,-0.221091161,0.589518686
Gimap9,-0.805731894,0.012562813
Gm6293,1.600824958,0.051539597
Camk2n2,-0.63787585,0.499954094
Adnp,1.025967797,0.170478812
Commd3,2.074326822,2.11E-09
Zfp524,-0.204830452,0.744690325
Fam174a,-0.235614136,0.542540047
Gpr183,-0.944883753,0.000608185
Ercc6l,-1.391248246,0.000958375
Bzw1,-0.776594305,0.054041426
Tmem199,-0.536145549,0.197594349
Islr2,1.414941309,0.278669731
Gm6563,-6.737255183,NA
Jagn1,-0.864661721,0.01764617
Trap1a,0.775900904,0.763330847
Nat8f3,0.025223188,0.989275208
Gdf6,0.975222919,0.717702365
Ffar2,-0.676308465,0.374625701
Taf7,-0.755557075,0.011927397
Mtln,-0.453575875,0.529221792
Gfod1,1.556757916,0.023066968
Rab11fip5,1.656612095,0.020252029
Spryd4,-0.329869479,0.55836175
Samd3,0.283493394,0.810219935
Six1,2.696950859,NA
Kif18b,2.519848245,1.99E-05
Tacstd2,-0.983479288,0.06848233
NA,-0.75239063,0.225680513
Fhad1,1.731075758,0.304581246
Bbs12,-1.103414969,0.023594589
Spn,0.460119375,0.149032331
Foxd4,-0.983918254,NA
Kcnj16,0.552317546,0.442116288
Ufsp1,0.724092624,0.342093559
Siglech,-0.299067014,0.746557632
Rps19bp1,-0.44976472,0.265643518
Gm5124,-0.21253908,0.91826984
Pusl1,-1.235296475,0.001363079
Map3k19,0.2752888,0.52167233
Rap2a,2.554668945,8.08E-11
Krt9,5.337095282,NA
B3gnt2,-0.362224718,0.122629736
AU021092,-0.542908107,0.545713622
Dcun1d4,-0.541402661,0.082530857
Trim32,1.590516246,0.001805368
Treml4,-0.08284114,0.906924112
Kctd14,0.12763588,0.875142433
Ttn,0.422858915,0.668321655
Wfdc21,1.383983396,0.180830346
Nlgn2,0.918585348,0.191477471
Adam6b,0.366247998,0.514997541
Cox6b2,5.816902271,2.48E-14
Sox12,-0.574022116,0.309793822
Gypa,-1.373495195,0.620945102
Rtl8c,-0.339490294,0.832534513
Sox6,-1.0260953,0.606867385
Spats2,-0.356270221,0.841208116
B3glct,-0.583987639,0.087294441
Tlr11,-0.543694124,0.484495324
Erich1,1.64923785,1.17E-15
Igfn1,2.770348859,0.230869931
Lax1,-0.863912633,0.025677076
Tagap1,-0.587077485,0.181374694
Klf13,0.4851228,0.18568313
Zfp217,-0.309983389,0.208726879
Rgs14,-0.619290156,0.054912983
Gnpda1,0.073423308,0.853469602
Akr1b7,1.109588084,0.204561519
Rasal3,-0.058958891,0.872161758
Plpp2,0.229631957,0.779217756
Pld4,0.367025154,0.323602696
Serpinb6c,1.931620473,NA
Cd177,-1.13129415,0.474336128
Ppp1r36,5.470959129,2.21E-05
Dnah3,2.557600961,0.368727429
Taf9,-0.571229847,0.23950177
Cdc42se2,0.033520285,0.93884894
Hbb-bs,-1.932798117,0.602076308
Ankrd44,0.66498501,0.01457931
1700024B05Rik,2.07216062,NA
Cx3cr1,0.864956042,0.315792258
Cemip,0.457562162,0.722126484
Tmem106c,-0.029058204,0.969197772
4921508M14Rik,1.10863042,0.478232387
Acot4,1.530404647,0.376833213
Tchh,5.029004368,0.119019957
Get3,-0.759109014,0.060897364
Tcp10c,1.995687448,NA
Robo2,1.194961312,0.57311453
Spdya,-1.017734936,0.143954548
Pbx1,0.389652158,0.60022592
St6galnac3,0.912364568,0.113569563
D930048N14Rik,-0.594895457,0.433103586
H1f3,0.659300476,0.222724355
Serp2,1.821051205,0.108700008
Rnf103,0.451855074,0.131493044
5830454E08Rik,0.480106003,0.725218625
Rap1b,-0.434766887,0.086445473
Jun,2.458868073,3.64E-07
Rab7b,0.605015627,0.451997624
BC004004,-0.271716149,0.312086972
Klrc2,0.574664357,0.573790633
Trim30b,0.582968478,0.092272086
Repin1,0.051295093,0.939519098
Gpr25,4.053817503,0.017368753
Oas1a,0.213836234,0.755336027
1700030K09Rik,-1.166038918,0.015512433
Gm9892,0.38630734,0.8216227
Junb,0.908548021,0.009770822
Dnah6,1.717469156,0.474336128
Prkg1,0.11317191,0.950543854
Glis3,0.781696739,0.195866933
Cd8b1,-0.171944392,0.845375563
Clec12a,0.257207748,0.598575874
2700081O15Rik,-0.393758841,0.48027214
Gm5129,0.732687066,0.686208615
Mapk11,-1.052792499,0.004494211
Ptprt,1.20618036,0.375894282
Fes,0.463557235,0.295467162
Rpl18-ps2,0.240906412,0.935376651
Prx,1.455668434,0.238869674
Aldh1a1,-1.180568594,0.603705374
Ddx10,-0.489860986,0.008129649
AI854703,-0.88064448,0.561230114
Nrgn,-0.063597213,0.958819084
Slamf8,-0.48987055,0.523461522
Phgdh,-1.374849268,0.001739888
Hhipl2,0.448553294,0.813704358
Gm13534,1.799650761,0.721318855
Tcf4,-0.384455153,0.03405364
Gvin-ps6,-0.168078849,0.61853782
3110082I17Rik,-0.458788117,0.176915289
Smagp,-0.15747919,0.845375563
Tanc2,-0.797795016,0.021291222
Zfp472,-0.726636658,0.066814968
4930442H23Rik,-1.017351102,0.248182881
Rpia,-0.734766387,0.011163264
Sh3pxd2a,0.326902788,0.425621391
Plxnb1,0.817184293,0.501991777
Mast1,0.430216788,0.42564497
Nebl,-0.961788619,0.099065642
B430305J03Rik,11.21420729,0.209343659
Tmem39b,-0.830543626,0.028678627
Ptrh1,0.145870142,0.864933496
Exoc6,0.072472852,0.823140842
Grwd1,-0.906450567,0.046514789
Camk2d,0.474790655,0.024032764
Gm9923,-0.601712358,0.569037684
H2-T24,0.111324344,0.793929502
Lipg,-1.031476297,0.372069847
Fpgt,-0.81879287,0.036275324
Ech1,0.117377222,0.822413863
Mat2a,-1.019725421,0.008878672
Nanp,0.436411493,0.753054182
Cnn3,-0.506016153,0.143272753
Lgals4,0.818211563,0.043415722
Gm9930,0.178617966,0.953358823
Tdrd9,2.319695681,NA
Ndst1,-0.189837281,0.449563616
Pkp3,-0.080452513,0.86346666
Iigp1,-1.270964478,0.115197169
Utp18,-0.910196638,0.001448669
Syne3,2.693275499,6.95E-14
Fam83e,-1.135288009,0.163561622
Klf1,-1.249282993,0.398875262
Ifi205,-0.734667461,0.164686936
Fgfr3,0.645742994,0.578402975
Lifr,0.130715765,0.87567777
P2ry10b,-0.29352851,0.464225066
Mrps21,-0.83223509,0.028710669
Taf4b,-0.187920072,0.618283149
Kcnn4,0.039288952,0.958819084
Pnma1,0.309608471,0.798707156
Ceacam2,-1.785519786,0.002708378
Cklf,0.079495665,0.878354468
Slfn5,0.222538601,0.744798674
Tmem120b,-1.205222836,0.003239117
Gimap4,-0.603527337,0.125624179
Cpa1,2.047280546,0.588221789
Tle5,-0.392155421,0.29406275
Dedd2,-0.405289934,0.545614624
Parp4,0.593881267,0.017153493
Trim65,-1.001087144,0.03648317
Sh3bp2,-0.030469094,0.935920176
Ugt1a6a,0.610438146,0.70143447
Usp17la,1.864554465,0.026633754
Gm9949,6.09166669,4.00E-30
Cggbp1,-0.62952258,0.087905474
Mgmt,4.185670246,9.10E-13
Mettl7a1,0.419226984,0.480634767
Xlr,-0.301273032,0.710785194
Slc8a1,0.126022243,0.867290605
Mmrn1,1.813887856,0.629744206
Ano9,2.724984323,0.118932948
Scart2,-0.114797508,0.951474292
Hmgb2,-0.468837416,0.218061069
Lrrc8c,0.893494046,0.04201651
Vmac,2.148380333,1.61E-07
Phactr1,2.040133184,0.038602602
Set,-1.198229143,9.54E-07
Klhl18,-0.277471753,0.346991634
Smim10l2a,2.027561356,0.537603195
4930578G10Rik,2.951783669,0.080462987
Zfp667,0.163267509,0.736974089
Arhgef33,1.63908685,0.081743213
Klhl5,-0.32405407,0.364114142
Afp,-0.11645141,0.881927628
Agtr1b,1.297060959,0.38274669
Naaladl1,1.143240442,0.126874386
Lrtm2,0.790824701,0.431379206
Gm9961,2.460365286,0.004872231
Smyd1,0.716849397,0.756576481
Pdlim1,0.073090812,0.861054914
Nfic,1.889581461,6.43E-06
Rab39,-0.100491775,0.86740045
Rps27a-ps3,-0.07458524,0.980939903
Phxr2,0.397940279,0.58124025
Cgrrf1,0.248338144,0.465763555
Klf2,0.736229511,0.086856676
Ifng,1.268381649,0.398875262
C1ra,0.031754328,0.960677784
Sertad3,-0.929010077,0.018792024
9330161L09Rik,-0.588455113,0.402386966
Mrfap1,-1.065102663,0.006214121
Tns1,0.852008717,0.33114021
Fat2,5.939742298,NA
Pcdh9,0.479256005,0.781736186
Gm9970,2.42258565,0.047602585
Nap1l5,1.506362562,0.022009717
Maf,0.104099511,0.89314217
Cd47,0.008015354,0.988145915
Gm7353,-3.403960954,0.513503505
Soga1,1.070208552,0.110851981
Epm2a,0.961400761,0.220019713
Zcchc24,2.068712553,1.13E-06
Lair1,-0.27710343,0.60588516
Timd4,-0.327900948,0.637897097
Tcp10b,1.829348344,0.442720896
Cdca7,-1.996807218,3.37E-07
B4galnt4,1.437393299,0.452507877
Hmcn2,5.050989254,1.10E-24
Klhl25,-0.043591134,0.956266932
Mettl4,-0.897568468,0.051994474
Kbtbd11,0.023853284,0.967842045
Gm5069,-0.506426271,0.743954368
Gja6,0.870861522,0.605695732
Tmem191c,1.368527858,0.013521364
Klhl26,2.585826765,9.10E-13
Slain1,0.283100526,0.505566314
Rras2,-0.750993863,0.02706306
Nap1l3,0.397212254,0.827707526
Rtl6,0.23967385,0.656929165
Gsdmc4,0.34519226,0.84504513
Gemin6,-1.0347131,0.031125905
Eef1d,-0.905218617,0.007205553
Abcd2,0.127517999,0.841113932
Fmnl1,0.159490806,0.751391606
Fancm,-0.419154629,0.126676632
Triqk,-1.248816488,0.348128773
Irs1,0.474946197,0.702625073
S100a8,-0.122978993,0.959821553
S100a9,-0.6238373,0.779818222
Grik2,0.183473287,0.826085102
St3gal5,-0.038536946,0.974574664
Trim34a,0.424985818,0.126874386
Snx32,-0.403923862,0.170791437
Pgpep1,0.243483928,0.661348361
Npm3,-0.947305049,0.011165054
Pard6g,0.916665537,0.099246264
Pla2g4a,0.179267806,0.775460725
Ncoa4,-0.70502371,0.047160853
Ms4a4b,0.295210413,0.433398297
Usp39,-0.95118094,0.003854362
Tcim,0.525418066,0.763961778
Myh1,1.987434956,0.398875262
Actr3b,0.381880791,0.647762818
Lig1,-1.274503263,8.13E-05
Psenen-ps,18.5152675,NA
Adap1,-1.493702844,9.05E-09
Slit3,-0.433188967,0.706793936
Prl2c3,3.762346506,0.215373936
Adgrf5,0.197468498,0.892208905
Tmem154,-0.606407185,0.131999913
1700001K19Rik,-0.959041234,0.289209684
Rab31,0.300094662,0.532014512
Ptafr,-0.169869266,0.813022986
Fry,0.985695848,0.059308248
Ppp1r14b,-0.520807015,0.16157906
Dsg3,2.118124697,0.306239599
Apol8,-3.239048524,0.092777856
Them6,-0.982002714,0.023888015
Kdm5d,0.618232773,0.443517128
Gpr173,1.650213927,0.264071646
Gm13199,0.737815661,0.266569495
Nbeal2,-0.318967167,0.439527858
Capg,2.340648136,1.13E-07
Nfil3,2.217075265,0.000544121
Dnah9,0.757766775,0.577872833
Pou3f4,2.654708447,0.031657272
Glipr1,2.518625005,3.52E-36
H2bu2,0.172620693,0.852227007
Gm5620,-1.289889603,0.336277624
Sipa1,-0.56605787,0.351042501
Tatdn2,-0.880861308,9.43E-05
Jmjd6,-0.854111142,0.010307689
Magel2,2.740359118,0.187119754
Fam71d,-0.560121448,0.765515119
Ero1b,-0.291603744,0.21382911
Ebf1,0.454113263,0.120157324
Npm1,-1.141420462,0.000492799
Txnl4a,-1.069056445,0.00442088
Scimp,-1.13442724,0.006058459
Tmem140,-0.153940414,0.70436807
Prss2,4.267832897,NA
AB124611,0.428524299,0.139290435
Slc44a2,-0.328433321,0.155368859
Dmac2,0.346591951,0.315908286
Gm6139,-0.8821531,0.637897097
BC051142,1.489535354,0.010403579
Rpl15-ps6,-1.833967712,0.225354006
Snrpg,-0.458697889,0.467985774
Cep170,-0.13253243,0.687550539
Chst3,-0.623560718,0.103156002
Mrpl18,-1.041589099,0.006207148
Antkmt,0.053050449,0.943695067
Phex,1.365370829,0.134369494
E2f6,-1.118990269,0.003972043
Fam136a,-1.484847804,2.96E-06
Bloc1s2,2.186833252,2.62E-15
Pus7,-1.044229891,1.05E-05
Lgals8,0.090755608,0.812378952
Eif1a,-1.360775115,3.43E-06
NA,-5.906263636,NA
Rps18-ps3,0.477532367,0.865383281
Gapdh,-1.083265508,0.006171164
Mex3b,0.274917693,0.653079716
Megf6,2.35386925,0.121826627
Mab21l2,1.004181179,0.034379787
Bak1,-0.984672719,0.001940378
Olfr1446,3.631524995,NA
Xlr3a,0.804299894,0.384678875
Cbx3-ps6,-3.074407619,0.421921835
Adgrf2,0.042334243,0.984939025
Cacnb2,0.102851152,0.926158922
Gm17136,0.042773873,0.969533305
Sema3b,-1.181453529,0.264285372
Mdn1,-0.300194086,0.470991827
Ces5a,2.32241001,0.208443674
4933430I17Rik,0.199281744,0.881733578
Palld,0.378400454,0.771228648
Gm10036,0.260546725,0.852227007
Nfam1,0.189774917,0.485256523
Tpm3-rs7,1.050208423,0.341896378
Gstm1,0.880574216,0.248493503
Sez6l,1.575916678,0.456838514
Arhgap35,2.167492575,2.62E-15
Cryzl1,-0.185169475,0.698857805
Kcnh1,0.763170869,0.732660021
Idi1,-1.513390408,0.000122618
Serpina9,2.092117061,0.042057636
Espl1,-1.099625524,0.050213832
Dock1,0.260915073,0.845632029
Abce1,-1.106319627,0.00013559
Gm6612,-0.77526281,0.577638041
H2bc8,-0.389852562,0.598188675
Rrp1b,-0.944860587,0.00104074
Syt17,2.35582723,0.012617413
Cxcl2,3.082147193,0.247642709
Btnl4,0.553033741,0.685268064
Znrf2,-0.366228803,0.278921867
Gm26920,-1.945470459,0.531756547
Gm8369,0.979368086,0.000406669
Wdr91,2.626260009,3.65E-14
Scp2-ps2,2.95065306,NA
Gpc6,1.695691661,0.049551978
Cela2a,1.389803688,0.505107452
Tmod3,-0.200247811,0.552885954
Anks1b,3.368680025,0.002135479
Gda,0.486309682,0.840161331
Gm17383,0.807652409,0.775460725
Capn11,2.946386318,0.607339762
Nkx2-9,0.841176829,0.299017397
4932411N23Rik,1.8575576,0.028944426
Tubb2a,-0.445946351,0.492917663
Fcer1g,0.175202488,0.80518725
Cd300c,0.45745051,0.633664521
Kcnt1,-0.405892952,0.886503915
Kcnj14,-1.022131318,0.607978961
Zfp958,1.638986375,7.64E-05
Thra,1.097626256,0.008137985
Rnf169,2.380827603,5.60E-16
H1f5,-0.391841448,0.512524416
Nfe2,-0.112291934,0.91826984
Hspd1-ps3,-1.191940669,0.607339762
Pirb,0.484045925,0.216704086
Opn1sw,0.17777295,0.912076675
Rps27a-ps2,0.553243993,0.70513031
Zfp708,-1.038408106,0.029456364
Gm10051,0.285807336,0.944240326
Gm10052,0.372601503,0.618980819
Gm10053,-1.019015371,0.073231488
Gm2174,-4.680745815,NA
Cfi,2.934673597,NA
Tlcd3b,2.376740984,NA
Sh2d3c,1.416172302,1.81E-05
Kcp,0.98039285,0.518541742
Eno1b,0.461101288,0.878354468
Frem1,0.857628031,0.625718341
Tma7-ps,2.249663276,0.081814847
Fcgr4,-0.078733949,0.930044587
Ifitm6,-0.181072774,0.878354468
Zfp945,0.157178963,0.563738892
Mfsd4a,-0.10544335,0.770823
Skap2,-0.057132835,0.871917106
Gm12715,5.295799981,0.044784836
Ppp1r2-ps4,8.935302027,0.149765669
Septin9,0.058533389,0.853469602
Naa38,-0.810118049,0.081814847
Slc27a4,-0.368431894,0.523008367
Hopx,-0.931543246,0.012462448
Slc14a1,1.02845448,0.015715361
Mamld1,0.583077237,0.821919196
Ppp2r5d,1.300698789,9.50E-05
Fxyd2,-0.189924964,0.941067506
Gm8116,1.139102598,0.301312358
Gm7331,-0.380696722,0.831943165
B3gnt8,1.395579706,0.00062342
Nhs,-0.811941462,0.320599631
Fcgr3,0.299785811,0.660762851
Uqcr10,-0.567635121,0.341792231
Trp53,-1.110931502,1.12E-05
Gm5292,-1.146295829,0.284957651
Cbx3-ps7,14.6007462,0.057022615
Stfa2l1,1.104853592,0.7173949
Mif-ps6,-0.001129623,0.999635691
Akap17b,-0.170220656,0.753971258
Rcan3,0.134529444,0.785188086
Flot1,0.539089585,0.321581555
Ndufs8,-0.574806763,0.133851897
Myl3,0.955807599,0.341792231
Fdps,-1.777388252,9.54E-07
Rpl13-ps6,-0.211294604,0.803662609
Nrm,-0.786337521,0.011529779
Rgs3,0.484056759,0.154589564
Kcng2,0.869656905,0.550608022
Hydin,2.666246607,0.393023414
Ntng1,1.0537875,0.746827952
Olfr1393,1.199492347,0.604174838
Ptp4a3,2.621525822,2.93E-19
Zfp930,-0.978154726,0.003982633
Hspa2,2.055938962,1.95E-07
Ntm,2.038059731,0.018792024
Atxn7l3,-0.743063146,0.035721533
H2aj,1.775644054,3.96E-07
Tmem26,-0.466099265,0.144206015
Alox5ap,-0.21738689,0.791350071
Psma3,-0.794066115,0.014015385
Rp2,-0.806608059,0.005426806
Amd-ps3,2.11739371,0.308483678
Prmt7,-0.698086364,0.073742281
Gm10076,3.957013838,0.123084084
Serpinb6a,0.265982627,0.661497913
Myh13,1.784321699,NA
Gm11353,0.074312512,0.972143486
Zfp462,1.408330834,0.360869626
Arrb2,-0.649106261,0.005122119
Bckdha,0.628072635,0.139270244
Chst8,0.479026393,NA
Rps16-ps2,0.745885148,0.120954999
Sntb1,1.075602909,0.351713432
Sycp2,1.279509981,0.637073757
Adgrg3,-0.93149041,0.566293694
0610040J01Rik,1.334939108,0.096770351
Dcc,3.854760596,NA
Tmem219,-0.191212709,0.54586235
Tnfrsf19,-0.778063242,0.337499966
Ifitm2,0.379120056,0.691130347
Eno3,0.263296366,0.653079716
Nkpd1,1.090925544,0.598856381
Atp8b2,-0.550776688,0.013226266
H4c3,0.608246651,0.14945933
Slc9a6,-0.406055453,0.344239067
Cd302,0.051703709,0.93230446
Plekhh1,1.170743942,0.019313341
H3f3a,-0.289363663,0.512443926
Tsga10,0.298806856,0.587397824
Gmfg,0.575598973,0.045385702
Tssk5,-0.34371625,0.762004667
Gstp1,-1.005759775,0.033653556
Gm10088,0.640070839,0.633932492
Arr3,1.018913317,0.617674933
Arl1,-0.902619723,0.001075673
Trmt61a,-0.748677697,0.037519862
Tdrd5,0.274115506,0.87633657
Gm11847,-0.325413938,0.905442521
Copz1,-0.690183377,0.141529438
Rrs1,-0.588921155,0.011314783
Myl4,-0.867538901,0.008292859
Maml3,1.123266057,0.006267218
Rpl15-ps3,0.028134285,NA
Gm14173,0.073707998,0.980057555
Rag1,-3.035029794,0.000650679
Cxcl12,0.746204064,0.552350421
Nuggc,-0.61954561,0.706793936
Phf5a,-0.917303672,0.063404275
Zfp873,-0.169104916,0.776965338
Uba52-ps,0.443222995,0.914409096
Zcchc14,0.367609009,0.71019687
Stx17,0.296012829,0.337637169
Mrps36,-0.882695264,0.018565236
Snrpa,-0.956370187,0.006476077
Cox5b,-0.620772816,0.156305418
4921509C19Rik,2.911149701,NA
Orm2,-0.210908892,0.775460725
Wdr61,-0.07485514,0.905442521
Ksr2,0.564619347,0.308680465
Akap6,1.194626989,0.616638351
U2af1,-0.780075851,0.000359521
H2ac4,-1.525539055,0.01525905
Gdpd1,0.446092384,0.457246834
Rpl21-ps8,0.835282151,0.472390017
Gm2423,-1.552816632,NA
Cyp2d22,1.253959977,0.011139852
Slc22a12,4.248788979,3.83E-05
Kalrn,0.470831744,0.554598549
Akr1b10,3.348715342,7.81E-23
Mospd2,-0.432381169,0.2545195
Rufy4,0.666280193,0.722826462
Ces2c,-0.2730222,0.951040844
Gm6311,0.118220783,0.957384213
Suclg2,-0.16031969,0.713964783
Gm53056,-0.010092674,0.991959035
Gm6822,0.354794055,0.84632106
Gm14292,1.028687158,0.558307706
Serpina10,2.788125867,0.011841221
Flot2,0.522484866,0.217652425
Rps12,-0.805885385,0.843432247
H2ac10,-0.928652475,0.151210764
Zfp13,3.207489556,0.064782863
Gmfb,-0.784477855,0.038129781
Irgc1,0.25817119,0.744352511
Gm10108,-1.903814113,0.034089281
Iah1,-0.690216275,0.210221432
Pgk1,-1.233483758,0.00749396
Lmnb2,-0.6991069,0.069604236
Qk,-0.308675727,0.340596416
Gm6055,0.755483208,0.550307283
Cd200r4,-0.505873828,0.676812765
Rpl13a-ps1,-0.195192826,0.919576484
Gm10110,1.126663871,0.598575874
Btbd3,0.012311426,0.991959035
Cttnbp2nl,0.63960869,0.465763555
Hs6st2,1.055854617,0.448511556
Gspt1,-0.916773403,8.52E-05
Olfr1373,1.241049762,0.760429372
Erbb4,5.88559582,NA
Tnfaip8,-0.550818222,0.012151127
Cks2,-1.818001484,0.002113704
Gm6030,0.665329812,0.656151411
Nectin2,0.455797611,0.771228648
Rpp25,-3.705251241,0.158841277
Erbb2,0.081506766,0.947821181
Serpinb2,2.19206414,0.251610336
Itgb1bp1,-0.680944971,0.059846091
Gm15772,-1.478388474,0.398875262
Otof,7.294423179,NA
Tmem65,0.086198333,0.899216704
Hsd3b3,-0.182316395,0.943186572
Arf2,-0.724634495,0.073742281
Cyp26c1,0.081357409,0.95324521
Adam1b,1.009265917,0.653079716
Rpl9-ps6,4.9502525,NA
Ctrc,-0.091350435,0.935773091
Acat3,-0.661048717,0.191015659
Ifit3b,0.618428586,0.262374737
Fabp4,1.477923916,0.089798662
Ncr1,0.067733707,0.954922392
Tlr12,0.709309277,0.191652361
Gm12751,-0.62459704,0.760446971
Cnr2,-0.917850516,0.00449557
Tubb4a,-0.539853025,0.326226304
Rps3a2,-0.983769419,0.660471265
2310039H08Rik,-0.403551621,0.475870615
Btnl1,-0.153647999,0.896090773
Ganc,0.242176349,0.266737718
Ncs1,-1.126055697,0.237429606
H2bc12,-1.300915049,0.050140655
AI413582,-0.222465294,0.73462102
Gm16477,1.321064285,0.633932492
Ei24,3.230411173,2.74E-30
Csprs,0.164823961,0.739434712
Kcnc3,1.064174498,0.003629087
Actg1,0.039406002,0.951893981
Gm14176,4.81888258,0.630923844
